compound0,compound1,similarity
DB00552,DB13421,0.5437
DB00552,DB00322,0.56
DB00552,DB01265,0.56
DB00552,DB00432,0.5234
DB11921,DB09091,0.5283
DB11921,DB14541,0.5376
DB11921,DB06780,0.5153
DB11921,DB00635,0.5912
DB11921,DB00741,0.5283
DB11921,DB01380,0.5629
DB11921,DB00846,0.5233
DB11921,DB06781,0.573
DB11921,DB14649,0.6667
DB11921,DB01410,0.7107
DB11921,DB01130,0.6957
DB11921,DB14543,0.5543
DB11921,DB00240,0.6012
DB11921,DB13158,0.5399
DB11921,DB14596,0.6818
DB11921,DB00324,0.5125
DB11921,DB00620,0.5399
DB11921,DB01234,0.5521
DB11921,DB01260,0.7412
DB11921,DB00860,0.6918
DB11921,DB15566,0.8024
DB11921,DB00959,0.6211
DB11921,DB00894,0.5333
DB11921,DB01222,0.7126
DB11921,DB00769,0.5635
DB11921,DB00591,0.5057
DB06267,DB00203,0.6736
DB08908,DB14783,0.56
DB02659,DB04348,0.8621
DB02659,DB01586,0.859
DB02659,DB05990,0.7329
DB02659,DB06777,0.859
DB15617,DB00581,0.5526
DB15617,DB01698,0.5192
DB15617,DB03615,0.5402
DB15617,DB02772,0.5789
DB13179,DB00207,0.5505
DB13179,DB00778,0.5443
DB13179,DB00199,0.5704
DB00581,DB11217,0.531
DB00581,DB04173,0.6087
DB00581,DB00684,0.517
DB00581,DB03615,0.5694
DB00581,DB02772,0.8033
DB00581,DB09121,0.5263
DB00434,DB13720,0.5079
DB00434,DB00340,0.5077
DB00434,DB00540,0.5484
DB00434,DB01619,0.6129
DB00434,DB00719,0.6615
DB00434,DB00321,0.5397
DB00434,DB06766,0.5909
DB00434,DB00920,0.6667
DB00434,DB06148,0.5484
DB00434,DB06153,0.6772
DB00434,DB01146,0.5512
DB00434,DB00902,0.5039
DB00434,DB08936,0.5079
DB01079,DB01065,0.6306
DB08896,DB09078,0.5371
DB00385,DB01177,0.6695
DB00385,DB00445,0.7787
DB00385,DB00694,0.7718
DB00585,DB00863,0.7586
DB00642,DB11596,0.7
DB00642,DB00293,0.6437
DB00642,DB00158,0.7314
DB01126,DB01216,0.72
DB11596,DB00293,0.5714
DB11596,DB00158,0.7432
DB01160,DB12789,0.8734
DB01160,DB01240,0.6541
DB01160,DB00770,0.6203
DB01160,DB11660,0.5026
DB01160,DB00917,0.7215
DB01160,DB08819,0.5169
DB15873,DB06663,0.5509
DB15873,DB15494,0.946
DB15873,DB08890,0.553
DB15873,DB14642,0.6195
DB15873,DB00035,0.5909
DB15873,DB02638,0.6226
DB15873,DB06788,0.5124
DB15873,DB11653,0.6119
DB15873,DB09099,0.6221
DB15873,DB13985,0.9785
DB15873,DB06791,0.7368
DB15873,DB00626,0.5507
DB00983,DB09080,0.5405
DB00983,DB01064,0.5455
DB00983,DB06814,0.6377
DB00983,DB00598,0.5985
DB00983,DB01288,0.6565
DB01186,DB00589,0.5185
DB01186,DB09097,0.5036
DB01186,DB01253,0.5
DB01186,DB00248,0.6242
DB01403,DB00343,0.6027
DB01403,DB00508,0.6818
DB01403,DB01069,0.7213
DB01403,DB00458,0.5079
DB01403,DB00392,0.6719
DB01403,DB06691,0.512
DB01403,DB00726,0.6719
DB01403,DB00680,0.5
DB01403,DB11221,0.5043
DB01403,DB01239,0.576
DB01403,DB00433,0.5797
DB01403,DB00477,0.72
DB01403,DB00902,0.5512
DB01403,DB01242,0.5312
DB00600,DB01182,0.5
DB00600,DB06152,0.6415
DB00600,DB01237,0.5149
DB00600,DB00472,0.5472
DB00600,DB06202,0.5147
DB00600,DB03585,0.5536
DB00600,DB13501,0.5524
DB00600,DB01125,0.5102
DB00600,DB00925,0.5524
DB00600,DB01576,0.5
DB00600,DB11071,0.5778
DB14575,DB00745,0.5
DB14575,DB01619,0.5133
DB14575,DB01151,0.5664
DB14575,DB04821,0.5283
DB14575,DB00808,0.5333
DB14575,DB01069,0.5225
DB14575,DB00458,0.5565
DB14575,DB13501,0.5043
DB14575,DB06148,0.5841
DB14575,DB00726,0.547
DB14575,DB01399,0.5234
DB14575,DB00751,0.6182
DB14575,DB00902,0.5345
DB14575,DB11071,0.54
DB01264,DB00701,0.878
DB01264,DB01319,0.7907
DB01086,DB11148,0.8333
DB01086,DB00636,0.5263
DB01086,DB00357,0.5
DB01086,DB01035,0.625
DB01086,DB02362,0.7333
DB01086,DB09085,0.5581
DB01086,DB00259,0.5484
DB09242,DB00964,0.5747
DB09242,DB00697,0.587
DB09389,DB00396,0.5426
DB09389,DB06713,0.8872
DB09389,DB00624,0.5806
DB09389,DB09091,0.5147
DB09389,DB06780,0.5143
DB09389,DB09123,0.5385
DB09389,DB00741,0.5147
DB09389,DB06710,0.5556
DB09389,DB13944,0.5034
DB09389,DB01420,0.5481
DB09389,DB11619,0.6154
DB09389,DB04575,0.5455
DB09389,DB00717,0.8819
DB09389,DB00294,0.8333
DB09389,DB14583,0.6187
DB09389,DB09371,0.6142
DB00792,DB08801,0.5932
DB00792,DB00809,0.5217
DB00792,DB01237,0.5357
DB00792,DB01616,0.5641
DB00792,DB00321,0.5172
DB00792,DB00458,0.5345
DB00792,DB01173,0.5893
DB00792,DB13501,0.5
DB00792,DB06691,0.8
DB00792,DB00675,0.5
DB00792,DB00405,0.5688
DB00792,DB00835,0.5688
DB00792,DB00925,0.5862
DB00792,DB09167,0.5172
DB00792,DB11235,0.6435
DB00792,DB01075,0.6
DB00792,DB00412,0.5039
DB00792,DB01626,0.5393
DB00792,DB00333,0.5042
DB00193,DB00285,0.5872
DB00377,DB01591,0.5103
DB00701,DB01319,0.9029
DB00611,DB00854,0.6129
DB00611,DB00704,0.6143
DB00611,DB00652,0.5039
DB00611,DB00504,0.6308
DB00611,DB06230,0.6143
DB00892,DB11148,0.58
DB00892,DB01233,0.5391
DB00892,DB09342,0.7899
DB00892,DB01161,0.6727
DB00892,DB00807,0.8739
DB00892,DB00527,0.6212
DB00892,DB01035,0.5556
DB00892,DB09085,0.5789
DB04570,DB00430,0.6667
DB04570,DB00267,0.555
DB04570,DB01328,0.5408
DB04570,DB00274,0.6154
DB04570,DB01140,0.515
DB01216,DB00396,0.5942
DB01216,DB00624,0.5113
DB01216,DB06780,0.5503
DB01216,DB00253,0.507
DB01216,DB01420,0.5278
DB01216,DB00378,0.5652
DB01382,DB01581,0.5091
DB01382,DB00664,0.5133
DB01382,DB06821,0.6903
DB11574,DB11613,0.6757
DB01346,DB01174,0.5767
DB01346,DB00908,0.7459
DB00339,DB02701,0.6
DB06700,DB00285,0.8624
DB00196,DB11633,0.543
DB00196,DB09040,0.6316
DB04564,DB11217,0.506
DB04564,DB00987,0.5455
DB04564,DB00428,0.5385
DB04564,DB00811,0.5195
DB04564,DB04173,0.5161
DB04564,DB09121,0.6154
DB00745,DB13720,0.5043
DB00745,DB00809,0.5088
DB00745,DB01227,0.5238
DB00745,DB01625,0.56
DB00745,DB00946,0.5439
DB00745,DB00682,0.5714
DB00745,DB00289,0.5505
DB00745,DB01616,0.5
DB00745,DB00245,0.5738
DB00745,DB00812,0.5167
DB00745,DB09214,0.5421
DB00745,DB01173,0.5405
DB00745,DB13501,0.5043
DB00745,DB13166,0.5
DB00745,DB00252,0.5505
DB00745,DB00925,0.5217
DB00745,DB00985,0.5205
DB00745,DB01075,0.6606
DB00745,DB00813,0.5039
DB00745,DB07776,0.5192
DB00745,DB00991,0.5424
DB00745,DB01146,0.6034
DB00745,DB00333,0.5593
DB00745,DB11071,0.56
DB00765,DB00968,0.7368
DB00765,DB00135,0.7222
DB00765,DB01050,0.5195
DB00765,DB13154,0.5424
DB00765,DB02362,0.5
DB00765,DB09213,0.5195
DB00765,DB00316,0.597
DB00765,DB09526,0.5763
DB00519,DB01340,0.7093
DB00519,DB00542,0.5829
DB00519,DB00722,0.619
DB00519,DB00691,0.6845
DB00519,DB00492,0.6327
DB00519,DB00790,0.8354
DB00589,DB00696,0.5361
DB00589,DB01253,0.7482
DB00589,DB00247,0.625
DB00589,DB00248,0.5122
DB00968,DB00233,0.5294
DB00968,DB06262,0.6154
DB00968,DB00368,0.5915
DB00968,DB01064,0.5316
DB00968,DB00668,0.5676
DB00968,DB00221,0.5
DB00968,DB06707,0.5753
DB00968,DB01235,0.7368
DB00234,DB00946,0.5312
DB00234,DB00289,0.5854
DB00234,DB00245,0.5147
DB00234,DB01173,0.528
DB00234,DB09185,0.678
DB00234,DB01075,0.5203
DB00234,DB01146,0.5385
DB00396,DB01395,0.5532
DB00396,DB13946,0.7215
DB00396,DB00624,0.8618
DB00396,DB09091,0.6667
DB00396,DB00687,0.5839
DB00396,DB14541,0.5926
DB00396,DB06780,0.8777
DB00396,DB00253,0.697
DB00396,DB00741,0.6667
DB00396,DB06710,0.768
DB00396,DB06412,0.5538
DB00396,DB01380,0.6434
DB00396,DB13952,0.5271
DB00396,DB13944,0.7808
DB00396,DB01420,0.8507
DB00396,DB00700,0.5405
DB00396,DB12499,0.7083
DB00396,DB00351,0.5571
DB00396,DB09124,0.5909
DB00396,DB00378,0.7812
DB00396,DB14543,0.575
DB00396,DB00421,0.6345
DB00396,DB01708,0.6016
DB00396,DB00860,0.5037
DB00396,DB00717,0.5714
DB00396,DB01108,0.5191
DB00396,DB06718,0.5303
DB00396,DB00603,0.6143
DB00396,DB13943,0.7467
DB00396,DB15566,0.5035
DB00396,DB00894,0.5714
DB00396,DB14583,0.5507
DB00396,DB01185,0.5891
DB00396,DB00769,0.586
DB01418,DB00946,0.7121
DB01418,DB00682,0.8175
DB01418,DB01544,0.5
DB01418,DB01595,0.5
DB04834,DB01339,0.8681
DB04834,DB01337,0.7511
DB04834,DB01338,0.6888
DB04834,DB00728,0.8
DB01245,DB09031,0.5691
DB01245,DB03017,0.5747
DB01245,DB01718,0.7115
DB06663,DB15494,0.5531
DB06663,DB14642,0.5425
DB06663,DB00035,0.5012
DB06663,DB02638,0.5077
DB06663,DB11653,0.5953
DB06663,DB09099,0.6285
DB06663,DB13985,0.5509
DB06663,DB06791,0.627
DB12865,DB04931,0.5068
DB01415,DB01413,0.5521
DB01415,DB00438,0.5795
DB01415,DB00267,0.5783
DB01415,DB00456,0.5205
DB01415,DB01416,0.6358
DB01415,DB01112,0.5195
DB11217,DB00987,0.5102
DB11217,DB06292,0.6
DB11217,DB13155,0.6949
DB11217,DB09038,0.5857
DB11217,DB02772,0.531
DB11217,DB09121,0.5814
DB00358,DB01195,0.5
DB00782,DB01625,0.6438
DB13720,DB12278,0.5036
DB13720,DB11584,0.5333
DB13720,DB01619,0.5167
DB13720,DB00771,0.5588
DB13720,DB00245,0.5116
DB13720,DB09214,0.5263
DB13720,DB00252,0.5
DB13720,DB00675,0.5352
DB13720,DB01075,0.5172
DB13720,DB00813,0.5075
DB13720,DB00539,0.5241
DB13720,DB01146,0.5366
DB13720,DB00882,0.5241
DB13720,DB11071,0.5047
DB00216,DB00315,0.5072
DB00216,DB01228,0.5229
DB00216,DB00669,0.5263
DB00216,DB00952,0.5874
DB01157,DB00440,0.6767
DB01409,DB09300,0.5676
DB01154,DB01351,0.5287
DB01154,DB00237,0.5952
DB01154,DB00306,0.7586
DB01154,DB00241,0.5977
DB01154,DB00474,0.5684
DB01154,DB00312,0.7126
DB11278,DB04838,0.5111
DB11278,DB00937,0.5263
DB11278,DB01237,0.5
DB11278,DB03793,0.5
DB11278,DB11587,0.8493
DB11278,DB00610,0.5075
DB11278,DB01037,0.5405
DB11278,DB00852,0.7647
DB11278,DB01577,0.5455
DB11278,DB01173,0.5217
DB11278,DB01364,0.7647
DB11278,DB01075,0.5111
DB11278,DB01576,0.5397
DB11278,DB00397,0.7692
DB00310,DB00186,0.521
DB00310,DB01325,0.5
DB00310,DB00562,0.5455
DB00310,DB00808,0.6032
DB00361,DB00541,0.8293
DB00361,DB11641,0.8827
DB00361,DB00309,0.7707
DB00361,DB00570,0.8738
DB09120,DB09086,0.5532
DB09120,DB06774,1.0
DB09031,DB09552,0.5934
DB09031,DB01083,0.5202
DB09031,DB03017,0.5263
DB09031,DB01718,0.8244
DB01297,DB00187,0.7636
DB01297,DB00316,0.6098
DB01297,DB01193,0.6667
DB01297,DB00335,0.7885
DB01297,DB13781,0.5289
DB01297,DB00489,0.62
DB01297,DB00612,0.6724
DB01297,DB09351,0.6667
DB11148,DB09342,0.5155
DB11148,DB01161,0.5455
DB11148,DB00807,0.5361
DB11148,DB00645,0.54
DB11148,DB01035,0.6279
DB11148,DB02362,0.6667
DB11148,DB13346,0.5714
DB11148,DB09085,0.6739
DB11148,DB00259,0.5
DB00641,DB00175,0.5276
DB01181,DB00531,0.5385
DB09128,DB01238,0.6816
DB09128,DB14185,0.5405
DB09128,DB01224,0.5
DB09128,DB00246,0.5057
DB02546,DB06819,0.5227
DB00119,DB06151,0.5263
DB00119,DB03766,0.5
DB00119,DB13996,0.5333
DB01012,DB01091,0.5634
DB01012,DB00574,0.5641
DB01012,DB00472,0.5735
DB01012,DB00508,0.5248
DB01012,DB00476,0.5588
DB01012,DB02266,0.5581
DB01012,DB00932,0.5131
DB13800,DB14518,0.5152
DB13800,DB14489,0.6452
DB01155,DB00537,0.5972
DB01155,DB00365,0.5811
DB01155,DB11943,0.5223
DB01155,DB06771,0.6225
DB01155,DB00218,0.6203
DB01155,DB00467,0.6383
DB01155,DB01059,0.5248
DB01155,DB01165,0.5369
DB01155,DB01208,0.5526
DB01155,DB00487,0.5175
DB01395,DB00624,0.5588
DB01395,DB09091,0.5405
DB01395,DB06780,0.5132
DB01395,DB00253,0.5517
DB01395,DB00741,0.5405
DB01395,DB06710,0.5942
DB01395,DB01380,0.5128
DB01395,DB00846,0.5217
DB01395,DB01420,0.5306
DB01395,DB00700,0.5714
DB01395,DB12499,0.535
DB01395,DB00351,0.5098
DB01395,DB09124,0.5379
DB01395,DB00421,0.6456
DB01395,DB00717,0.518
DB01395,DB00603,0.5882
DB01395,DB00894,0.518
DB00346,DB01162,0.6918
DB01280,DB00987,0.6346
DB01280,DB01262,0.5294
DB01280,DB00811,0.5962
DB01280,DB00631,0.708
DB01280,DB00242,0.6126
DB01280,DB00131,0.6446
DB01280,DB00118,0.5758
DB01280,DB01073,0.8142
DB00854,DB00783,0.5
DB00854,DB00327,0.5739
DB00854,DB00655,0.5
DB00854,DB00652,0.5664
DB00854,DB00504,0.8448
DB01153,DB00239,0.6316
DB01153,DB01127,0.7891
DB01153,DB01110,0.8188
DB01301,DB12455,0.5673
DB01301,DB00256,0.7798
DB01301,DB12329,0.673
DB01301,DB00595,0.7196
DB01301,DB09093,0.7407
DB06713,DB00624,0.5039
DB06713,DB11619,0.5414
DB06713,DB04575,0.5342
DB06713,DB00717,0.7692
DB06713,DB00294,0.7259
DB06713,DB14583,0.5211
DB06713,DB09371,0.5692
DB08801,DB01237,0.5
DB08801,DB00540,0.5082
DB08801,DB00321,0.6129
DB08801,DB01069,0.5167
DB08801,DB00458,0.5645
DB08801,DB01173,0.55
DB08801,DB09555,0.5255
DB08801,DB06691,0.5366
DB08801,DB00726,0.5714
DB08801,DB00405,0.6154
DB08801,DB00835,0.6154
DB08801,DB09167,0.6129
DB08801,DB01075,0.5254
DB08801,DB01239,0.5041
DB08801,DB01242,0.5079
DB06335,DB04876,0.625
DB09265,DB01278,0.7044
DB09265,DB08869,0.7891
DB09265,DB01284,0.653
DB09265,DB13928,0.7666
DB09129,DB01164,0.5714
DB01233,DB09342,0.5536
DB01233,DB01161,0.6214
DB01233,DB00807,0.5536
DB01233,DB00527,0.592
DB01233,DB01035,0.6337
DB01340,DB00542,0.6821
DB01340,DB00722,0.6024
DB01340,DB00691,0.5838
DB01340,DB00492,0.5258
DB01340,DB00790,0.5128
DB06151,DB00151,0.5238
DB00207,DB00778,0.8483
DB00207,DB00199,0.9071
DB00794,DB01174,0.7826
DB00794,DB00252,0.54
DB00794,DB00532,0.6517
DB00794,DB05246,0.6047
DB00829,DB00186,0.569
DB00829,DB01587,0.6308
DB00829,DB01215,0.7899
DB00829,DB01559,0.6207
DB00829,DB00404,0.7934
DB00829,DB00683,0.6667
DB00829,DB00690,0.6617
DB00829,DB01239,0.5128
DB00829,DB00349,0.7069
DB00829,DB07776,0.5421
DB00829,DB00231,0.8276
DB00829,DB01558,0.5179
DB00829,DB01242,0.5
DB00829,DB00533,0.521
DB00829,DB01589,0.619
DB00829,DB01544,0.7107
DB00829,DB01595,0.6667
DB00883,DB01020,0.75
DB12789,DB01240,0.7482
DB12789,DB00770,0.6812
DB12789,DB11660,0.5263
DB12789,DB00917,0.8261
DB12789,DB08819,0.5696
DB00537,DB00365,0.6957
DB00537,DB06771,0.6525
DB00537,DB00218,0.6351
DB00537,DB00467,0.7023
DB00537,DB01059,0.8397
DB00537,DB01165,0.5899
DB00537,DB01208,0.5352
DB00537,DB00487,0.6917
DB11575,DB12026,0.7157
DB11575,DB13879,0.6602
DB00864,DB06287,0.5892
DB00864,DB00877,0.6446
DB00864,DB01590,0.6041
DB01278,DB08869,0.6537
DB01278,DB04931,0.548
DB01278,DB01284,0.6707
DB01278,DB13928,0.6879
DB01132,DB00412,0.75
DB09300,DB04838,0.5271
DB09300,DB11181,0.5496
DB09300,DB00424,0.6567
DB09300,DB00747,0.7445
DB00814,DB00469,0.6935
DB00814,DB00507,0.5455
DB00814,DB06725,0.6984
DB13946,DB00624,0.6928
DB13946,DB13956,0.6071
DB13946,DB09091,0.5576
DB13946,DB14541,0.5625
DB13946,DB06780,0.6982
DB13946,DB00741,0.5576
DB13946,DB06710,0.6194
DB13946,DB01380,0.5434
DB13946,DB13955,0.6904
DB13946,DB13944,0.9318
DB13946,DB01420,0.8171
DB13946,DB12499,0.6437
DB13946,DB13954,0.5169
DB13946,DB00378,0.5443
DB13946,DB14543,0.5789
DB13946,DB00421,0.5143
DB13946,DB00603,0.5059
DB13946,DB13943,0.7556
DB13946,DB00769,0.5668
DB01001,DB00871,0.7126
DB01001,DB00388,0.5385
DB01001,DB00368,0.5714
DB01001,DB01064,0.6353
DB01001,DB00668,0.65
DB01001,DB00221,0.5333
DB01001,DB06707,0.5063
DB01001,DB13139,1.0
DB01001,DB00938,0.5
DB01001,DB00521,0.5049
DB00809,DB00946,0.5
DB00809,DB00292,0.5225
DB00809,DB09214,0.5133
DB00809,DB01075,0.5043
DB00809,DB04820,0.5645
DB01581,DB00263,0.6869
DB01581,DB00664,0.7379
DB01581,DB01299,0.6667
DB01581,DB00250,0.5979
DB01581,DB00259,0.6076
DB01581,DB06821,0.7573
DB01581,DB01015,0.7216
DB01581,DB01298,0.7048
DB01351,DB00237,0.716
DB01351,DB01174,0.5393
DB01351,DB00306,0.6429
DB01351,DB01353,0.8049
DB01351,DB00241,0.7381
DB01351,DB00312,0.7381
DB00987,DB01262,0.5778
DB00987,DB00811,0.6304
DB00987,DB00631,0.5347
DB00987,DB00709,0.6591
DB00987,DB00441,0.7234
DB00987,DB00131,0.5505
DB00987,DB12153,0.6562
DB00987,DB09121,0.5
DB00987,DB01073,0.6535
DB00624,DB09091,0.6769
DB00624,DB00687,0.6061
DB00624,DB14541,0.5987
DB00624,DB06780,0.791
DB00624,DB09123,0.5
DB00624,DB00253,0.5984
DB00624,DB05812,0.5075
DB00624,DB00741,0.6769
DB00624,DB06710,0.8
DB00624,DB06412,0.576
DB00624,DB01380,0.6087
DB00624,DB00783,0.6034
DB00624,DB13952,0.5968
DB00624,DB13944,0.7518
DB00624,DB01420,0.8217
DB00624,DB00700,0.5035
DB00624,DB12499,0.6906
DB00624,DB00351,0.5037
DB00624,DB09124,0.5354
DB00624,DB00378,0.6341
DB00624,DB14543,0.5677
DB00624,DB13953,0.5143
DB00624,DB00421,0.5857
DB00624,DB01708,0.661
DB00624,DB01196,0.5106
DB00624,DB00655,0.5
DB00624,DB00860,0.5077
DB00624,DB00717,0.6116
DB00624,DB01108,0.6349
DB00624,DB06718,0.5512
DB00624,DB00603,0.563
DB00624,DB13943,0.731
DB00624,DB00894,0.5785
DB00624,DB00294,0.5238
DB00624,DB00990,0.5
DB00624,DB01185,0.6452
DB00624,DB09371,0.5124
DB00624,DB00769,0.5789
DB11348,DB14517,0.5882
DB01089,DB00206,0.9136
DB01089,DB09089,0.5204
DB00644,DB00007,0.8351
DB00644,DB14642,0.5239
DB00644,DB00035,0.543
DB00644,DB02638,0.5424
DB00644,DB06788,0.7748
DB00644,DB00183,0.544
DB00644,DB04931,0.7057
DB00644,DB01284,0.5074
DB00644,DB11842,0.7314
DB00644,DB00666,0.8284
DB00644,DB06785,0.6327
DB01430,DB04841,0.6455
DB01579,DB00752,0.5882
DB01579,DB04821,0.5
DB01591,DB12278,0.5063
DB01591,DB01619,0.5468
DB01591,DB00771,0.5419
DB01591,DB06148,0.5324
DB01591,DB01146,0.507
DB00871,DB00388,0.5333
DB00871,DB01064,0.5366
DB00871,DB00668,0.5455
DB00871,DB01288,0.6019
DB00871,DB13139,0.7126
DB00135,DB01050,0.6133
DB00135,DB13154,0.5614
DB00135,DB02362,0.5161
DB00135,DB01288,0.5
DB00135,DB09213,0.6133
DB00135,DB02959,0.6582
DB00135,DB00316,0.5846
DB00135,DB00279,0.5361
DB00135,DB01235,0.7222
DB00135,DB09526,0.5965
DB01098,DB00439,0.7458
DB01098,DB01095,0.655
DB00130,DB00128,0.6383
DB00130,DB00174,0.766
DB00130,DB00129,0.6667
DB00130,DB01080,0.5
DB00130,DB00142,0.8
DB00130,DB00151,0.5714
DB00130,DB00123,0.6275
DB00130,DB00855,0.5
DB00130,DB00138,0.5574
DB12070,DB01419,0.5556
DB00986,DB06787,0.6718
DB00986,DB00942,0.5827
DB00986,DB00771,0.5714
DB00986,DB00376,0.5692
DB00986,DB00383,0.6861
DB15494,DB08890,0.5333
DB15494,DB14642,0.6221
DB15494,DB00035,0.5892
DB15494,DB02638,0.6172
DB15494,DB06788,0.5035
DB15494,DB11653,0.6103
DB15494,DB09099,0.6242
DB15494,DB13985,0.964
DB15494,DB06791,0.7276
DB15494,DB00626,0.5309
DB09237,DB00381,1.0
DB09237,DB09236,0.6145
DB09237,DB00622,0.5632
DB09237,DB06712,0.5263
DB09237,DB00270,0.5563
DB09237,DB01023,0.7361
DB09237,DB00393,0.5443
DB09237,DB00401,0.6447
DB00436,DB00774,0.688
DB00436,DB00562,0.6207
DB00436,DB00999,0.5085
DB01283,DB00963,0.5091
DB01283,DB06736,0.6218
DB01283,DB00939,0.6168
DB01283,DB00784,0.5143
DB01227,DB01625,0.6713
DB01227,DB12278,0.5867
DB01227,DB11584,0.5344
DB01227,DB00771,0.5442
DB01227,DB01069,0.5271
DB01227,DB01173,0.5426
DB01227,DB00675,0.5098
DB01227,DB00925,0.5414
DB01227,DB01075,0.5827
DB01227,DB01081,0.5029
DB01227,DB00333,0.8088
DB00910,DB00153,0.716
DB00910,DB01436,0.6543
DB00910,DB01070,0.7284
DB01339,DB01337,0.8772
DB01339,DB01338,0.7672
DB01339,DB00728,0.724
DB01182,DB06819,0.5094
DB01182,DB06152,0.5075
DB01182,DB00542,0.55
DB01182,DB00187,0.5231
DB01182,DB00289,0.5512
DB01182,DB01616,0.5672
DB01182,DB00598,0.5612
DB01182,DB13501,0.5564
DB01182,DB01399,0.512
DB01182,DB00925,0.5564
DB01182,DB00813,0.5241
DB01182,DB00991,0.5
DB01182,DB00938,0.5157
DB01182,DB11071,0.5593
DB00520,DB01141,0.6049
DB01206,DB00262,0.5676
DB00186,DB01215,0.5124
DB00186,DB01559,0.5424
DB00186,DB00404,0.5203
DB00186,DB00683,0.544
DB00186,DB00690,0.5333
DB00186,DB01239,0.521
DB00186,DB00231,0.661
DB00186,DB01558,0.5439
DB00186,DB01589,0.5312
DB00186,DB01595,0.5546
DB06603,DB05015,0.5401
DB06819,DB01440,0.5
DB06819,DB00937,0.5067
DB06819,DB03793,0.6441
DB06819,DB01037,0.5205
DB06819,DB01616,0.5
DB06819,DB01577,0.5538
DB06819,DB00191,0.5625
DB06819,DB00598,0.5149
DB06819,DB13501,0.5263
DB06819,DB00780,0.6667
DB06819,DB01255,0.5517
DB06819,DB00217,0.5352
DB06819,DB00991,0.5102
DB06819,DB01576,0.5806
DB06819,DB00936,0.5246
DB06819,DB02530,0.5
DB06819,DB01626,0.5588
DB06819,DB01247,0.506
DB06819,DB14754,0.6027
DB01987,DB00152,0.7667
DB06152,DB01237,0.5378
DB06152,DB11587,0.5
DB06152,DB00289,0.5128
DB06152,DB00472,0.5
DB06152,DB00852,0.5684
DB06152,DB01577,0.5161
DB06152,DB00598,0.6667
DB06152,DB03585,0.5077
DB06152,DB01364,0.5684
DB06152,DB01288,0.5203
DB06152,DB01036,0.5312
DB06152,DB00397,0.5
DB00233,DB06262,0.5294
DB00233,DB00861,0.5128
DB00233,DB02362,0.6071
DB00233,DB00936,0.6786
DB00233,DB01235,0.5455
DB00007,DB00035,0.5235
DB00007,DB06788,0.8847
DB00007,DB00183,0.5422
DB00007,DB04931,0.6924
DB00007,DB11842,0.6607
DB00007,DB08889,0.5116
DB00007,DB00666,0.8867
DB00007,DB06785,0.6559
DB00880,DB00774,0.5567
DB00880,DB01325,0.5806
DB00880,DB00562,0.5641
DB00880,DB00999,0.7333
DB00239,DB01127,0.6573
DB00239,DB01110,0.8
DB00239,DB08604,0.5455
DB00340,DB01619,0.5645
DB00340,DB04821,0.547
DB00340,DB01069,0.5574
DB00340,DB00934,0.5354
DB00340,DB00392,0.5312
DB00340,DB06148,0.6129
DB00340,DB01224,0.5241
DB00340,DB00370,0.5323
DB00340,DB00433,0.5072
DB00340,DB01146,0.5197
DB00340,DB00902,0.7244
DB00727,DB06154,0.5745
DB00727,DB01613,0.7473
DB00122,DB14006,0.5574
DB00122,DB03128,0.5714
DB00122,DB06756,0.5
DB00672,DB01120,0.5556
DB00672,DB00839,0.5714
DB00672,DB00181,0.5
DB00672,DB01032,0.5361
DB05294,DB11963,0.5967
DB00497,DB06800,0.6522
DB00497,DB00327,0.64
DB00497,DB00704,0.7353
DB00497,DB00318,0.6094
DB00497,DB06230,0.6471
DB01262,DB03312,0.6042
DB01262,DB00631,0.5253
DB01262,DB00242,0.7216
DB01262,DB00879,0.5227
DB01262,DB00709,0.5349
DB01262,DB00441,0.5652
DB01262,DB13421,0.6237
DB01262,DB00322,0.6444
DB01262,DB01265,0.6444
DB01262,DB00432,0.5979
DB01262,DB01073,0.5253
DB06262,DB00368,0.7042
DB06262,DB01064,0.6329
DB06262,DB00610,0.5352
DB06262,DB00668,0.6486
DB06262,DB00221,0.6429
DB06262,DB06707,0.7945
DB06262,DB01235,0.7105
DB00649,DB03312,0.5208
DB00649,DB13421,0.5591
DB00649,DB00322,0.5556
DB00649,DB01265,0.6889
DB00649,DB00432,0.5155
DB06287,DB00877,0.9173
DB06287,DB01590,0.9323
DB00277,DB01223,0.614
DB00277,DB00824,0.5676
DB09076,DB11584,0.5325
DB09076,DB00496,0.5185
DB09076,DB00950,0.51
DB09076,DB00771,0.5412
DB09076,DB01081,0.6186
DB00737,DB00619,0.5053
DB00737,DB00354,0.8421
DB00737,DB09238,0.5905
DB00737,DB04841,0.6941
DB00737,DB00341,0.7375
DB00737,DB00433,0.5161
DB00737,DB01146,0.5
DB00737,DB08936,0.7832
DB13956,DB00783,0.7786
DB13956,DB13952,0.7338
DB13956,DB13955,0.7571
DB13956,DB13944,0.6538
DB13956,DB01420,0.5972
DB13956,DB13954,0.8354
DB13956,DB13953,0.6452
DB13956,DB04575,0.5658
DB13956,DB04574,0.5957
DB13956,DB01196,0.6795
DB13956,DB00655,0.7023
DB13956,DB13943,0.5625
DB04918,DB01413,0.5053
DB04918,DB00267,0.5285
DB04918,DB01416,0.5393
DB04918,DB09050,0.5291
DB14509,DB13996,0.5185
DB14509,DB09460,0.8
DB00678,DB01029,0.7403
DB00678,DB00177,0.678
