,compound_1,compound_2,label
10387,DB14001,P17252,1.0
10388,DB14001,P23743,1.0
10389,DB14001,Q9Y6T7,1.0
10390,DB14001,Q16760,1.0
10391,DB14001,P52429,1.0
10392,DB14001,Q86XP1,1.0
10393,DB14001,P49619,1.0
10394,DB14001,O75912,1.0
10395,DB14001,Q5KSL6,1.0
10396,DB14001,P52824,1.0
10397,DB14001,Q13574,1.0
10398,DB14002,Q9UDX4,1.0
10399,DB14002,O76054,1.0
10400,DB14002,O75469,1.0
10401,DB14002,P05771,1.0
10402,DB14002,P09917,1.0
10403,DB14002,P17252,1.0
10404,DB14004,P29460,1.0
10405,DB14004,Q9NPF7,1.0
10406,DB14006,Q9Y5K3,1.0
10407,DB14006,P22303,1.0
10408,DB14006,P49585,1.0
10409,DB14006,O14939,1.0
10410,DB14006,P06276,1.0
10411,DB14006,Q13393,1.0
10412,DB14006,P36544,1.0
10413,DB14012,Q7Z4T2,1.0
10414,DB14019,P25103,1.0
10415,DB14033,P0AC13,1.0
10416,DB14039,Q16602,1.0
10417,DB14040,P06881,1.0
10418,DB14040,P10092,1.0
10419,DB14041,P06881,1.0
10420,DB14041,P10092,1.0
10421,DB14042,P06881,1.0
10422,DB14042,P10092,1.0
10423,DB14185,P14416,1.0
10424,DB14185,P08908,1.0
10425,DB14185,P28223,1.0
10426,DB14185,P28222,1.0
10427,DB14185,P28221,1.0
10428,DB14185,P28566,1.0
10429,DB14185,P21728,1.0
10430,DB14185,P21918,1.0
10431,DB14185,P35462,1.0
10432,DB14185,P21917,1.0
10433,DB14185,P28335,1.0
10434,DB14185,P46098,1.0
10435,DB14185,P50406,1.0
10436,DB14185,P34969,1.0
10437,DB14185,P35367,1.0
10438,DB14185,P35348,1.0
10439,DB14185,P35368,1.0
10440,DB14185,P08913,1.0
10441,DB14185,P18089,1.0
10442,DB14185,P18825,1.0
10443,DB14185,P11229,1.0
10444,DB14185,P08172,1.0
10445,DB14185,P20309,1.0
10446,DB14185,P08173,1.0
10447,DB14185,P08912,1.0
10448,DB14481,P41180,1.0
10449,DB14481,P27797,1.0
10450,DB14481,Q99828,1.0
10451,DB14481,O75340,1.0
10452,DB14481,P30626,1.0
10453,DB14481,Q99653,1.0
10454,DB14481,P09486,1.0
10455,DB14481,P27824,1.0
10456,DB14481,P35556,1.0
10457,DB14481,P04271,1.0
10458,DB14481,O14958,1.0
10459,DB14481,Q15493,1.0
10460,DB14481,Q9UBV8,1.0
10461,DB14481,P06703,1.0
10462,DB14481,P13693,1.0
10463,DB14481,O75838,1.0
10464,DB14481,Q99584,1.0
10465,DB14481,P31415,1.0
10466,DB14481,Q02818,1.0
10467,DB14481,P80303,1.0
10468,DB14481,P0DP23,1.0
10469,DB14481,Q75N90,1.0
10470,DB14481,P28676,1.0
10471,DB14481,Q9ULU8,1.0
10472,DB14481,P0DP24,1.0
10473,DB14481,P0DP25,1.0
10474,DB14481,Q96FQ6,1.0
10475,DB14481,P22676,1.0
10476,DB14481,Q13938,1.0
10477,DB14481,Q86UW7,1.0
10478,DB14481,Q96L12,1.0
10479,DB14481,Q9ULB1,1.0
10480,DB14481,P62166,1.0
10481,DB14487,P46663,1.0
10482,DB14487,P16455,1.0
10483,DB14487,P04075,1.0
10484,DB14487,P68104,1.0
10485,DB14487,P06733,1.0
10486,DB14487,O14556,1.0
10487,DB14487,P15531,1.0
10488,DB14487,P07237,1.0
10489,DB14487,P30101,1.0
10490,DB14487,Q06830,1.0
10491,DB14487,P78330,1.0
10492,DB14487,P60174,1.0
10493,DB14487,P49411,1.0
10494,DB14487,P03372,1.0
10495,DB14487,P08700,1.0
10496,DB14487,P02795,1.0
10497,DB14487,O14618,1.0
10498,DB14487,Q13547,1.0
10499,DB14487,P56524,1.0
10500,DB14487,P29372,1.0
10501,DB14487,P04279,1.0
10502,DB14487,P00441,1.0
10503,DB14487,Q9BY41,1.0
10504,DB14487,O15304,1.0
10505,DB14487,P23415,1.0
10506,DB14487,Q00987,1.0
10507,DB14487,P01308,1.0
10508,DB14487,P46939,1.0
10509,DB14487,P45381,1.0
10510,DB14487,P05109,1.0
10511,DB14487,P06702,1.0
10512,DB14487,P14780,1.0
10513,DB14487,O15350,1.0
10514,DB14487,P29034,1.0
10515,DB14487,P04637,1.0
10516,DB14487,P25713,1.0
10517,DB14487,O75340,1.0
10518,DB14487,Q8N907,1.0
10519,DB14487,P04731,1.0
10520,DB14487,P04217,1.0
10521,DB14487,P01023,1.0
10522,DB14487,P01019,1.0
10523,DB14487,P02765,1.0
10524,DB14487,P02743,1.0
10525,DB14487,P02647,1.0
10526,DB14487,P02652,1.0
10527,DB14487,P06727,1.0
10528,DB14487,Q0VD83,1.0
10529,DB14487,P02649,1.0
10530,DB14487,O14791,1.0
10531,DB14487,P02746,1.0
10532,DB14487,P02747,1.0
10533,DB14487,P00736,1.0
10534,DB14487,P09871,1.0
10535,DB14487,P01024,1.0
10536,DB14487,P0C0L5,1.0
10537,DB14487,P04003,1.0
10538,DB14487,P20851,1.0
10539,DB14487,P01031,1.0
10540,DB14487,P46736,1.0
10541,DB14487,P07357,1.0
10542,DB14487,P07358,1.0
10543,DB14487,P07360,1.0
10544,DB14487,P00751,1.0
10545,DB14487,P08603,1.0
10546,DB14487,P05156,1.0
10547,DB14487,P10909,1.0
10548,DB14487,P00450,1.0
10549,DB14487,P15169,1.0
10550,DB14487,P22792,1.0
10551,DB14487,P81605,1.0
10552,DB14487,P15924,1.0
10553,DB14487,P00748,1.0
10554,DB14487,P05160,1.0
10555,DB14487,P00734,1.0
10556,DB14487,O75636,1.0
10557,DB14487,P02671,1.0
10558,DB14487,P02751,1.0
10559,DB14487,P06396,1.0
10560,DB14487,P69905,1.0
10561,DB14487,P68871,1.0
10562,DB14487,P00739,1.0
10563,DB14487,Q86YZ3,1.0
10564,DB14487,P35858,1.0
10565,DB14487,P01876,1.0
10566,DB14487,P01871,1.0
10567,DB14487,P01599,1.0
10568,DB14487,P01619,1.0
10569,DB14487,P80748,1.0
10570,DB14487,P19827,1.0
10571,DB14487,P19823,1.0
10572,DB14487,Q06033,1.0
10573,DB14487,Q14624,1.0
10574,DB14487,P01591,1.0
10575,DB14487,P14923,1.0
10576,DB14487,P03952,1.0
10577,DB14487,P01042,1.0
10578,DB14487,P04264,1.0
10579,DB14487,P13645,1.0
10580,DB14487,P02533,1.0
10581,DB14487,P08779,1.0
10582,DB14487,P35908,1.0
10583,DB14487,P13647,1.0
10584,DB14487,P02538,1.0
10585,DB14487,P35527,1.0
10586,DB14487,P19652,1.0
10587,DB14487,Q96PD5,1.0
10588,DB14487,P27169,1.0
10589,DB14487,P20742,1.0
10590,DB14487,P31151,1.0
10591,DB14487,P49908,1.0
10592,DB14487,P01009,1.0
10593,DB14487,P01011,1.0
10594,DB14487,P29622,1.0
10595,DB14487,P08185,1.0
10596,DB14487,P05546,1.0
10597,DB14487,P04278,1.0
10598,DB14487,P02787,1.0
10599,DB14487,P02766,1.0
10600,DB14487,P04004,1.0
10601,DB14487,P51693,1.0
10602,DB14487,Q06481,1.0
10603,DB14487,P05067,1.0
10604,DB14487,P09874,1.0
10605,DB14488,P02786,1.0
10606,DB14488,Q9GZT9,1.0
10607,DB14488,Q9BY41,1.0
10608,DB14488,Q9NZD4,1.0
10609,DB14488,P69905,1.0
10610,DB14488,Q16595,1.0
10611,DB14488,P02794,1.0
10612,DB14488,P39748,1.0
10613,DB14488,Q96FI4,1.0
10614,DB14488,Q969S2,1.0
10615,DB14488,P06746,1.0
10616,DB14488,P00450,1.0
10617,DB14488,P02787,1.0
10618,DB14489,P02786,1.0
10619,DB14489,Q9GZT9,1.0
10620,DB14489,Q9BY41,1.0
10621,DB14489,Q9NZD4,1.0
10622,DB14489,P69905,1.0
10623,DB14489,Q16595,1.0
10624,DB14489,P02794,1.0
10625,DB14489,P39748,1.0
10626,DB14489,Q96FI4,1.0
10627,DB14489,Q969S2,1.0
10628,DB14489,P06746,1.0
10629,DB14489,P00450,1.0
10630,DB14489,P02787,1.0
10631,DB14490,P02786,1.0
10632,DB14490,Q9GZT9,1.0
10633,DB14490,Q9BY41,1.0
10634,DB14490,Q9NZD4,1.0
10635,DB14490,P69905,1.0
10636,DB14490,Q16595,1.0
10637,DB14490,P02794,1.0
10638,DB14490,P39748,1.0
10639,DB14490,Q96FI4,1.0
10640,DB14490,Q969S2,1.0
10641,DB14490,P06746,1.0
10642,DB14490,P00450,1.0
10643,DB14490,P02787,1.0
10644,DB14491,P02786,1.0
10645,DB14491,Q9GZT9,1.0
10646,DB14491,Q9BY41,1.0
10647,DB14491,Q9NZD4,1.0
10648,DB14491,P69905,1.0
10649,DB14491,Q16595,1.0
10650,DB14491,P02794,1.0
10651,DB14491,P39748,1.0
10652,DB14491,Q96FI4,1.0
10653,DB14491,Q969S2,1.0
10654,DB14491,P06746,1.0
10655,DB14491,P00450,1.0
10656,DB14491,P02787,1.0
10657,DB14498,P05023,1.0
10658,DB14499,P05023,1.0
10659,DB14500,P05023,1.0
10660,DB14501,P02786,1.0
10661,DB14501,Q9GZT9,1.0
10662,DB14501,Q9BY41,1.0
10663,DB14501,Q9NZD4,1.0
10664,DB14501,P69905,1.0
10665,DB14501,Q16595,1.0
10666,DB14501,P02794,1.0
10667,DB14501,P39748,1.0
10668,DB14501,Q96FI4,1.0
10669,DB14501,Q969S2,1.0
10670,DB14501,P06746,1.0
10671,DB14501,P00450,1.0
10672,DB14501,P02787,1.0
10673,DB14507,O14732,1.0
10674,DB14507,P29218,1.0
10675,DB14507,P49841,1.0
10676,DB14507,P42263,1.0
10677,DB14509,O14732,1.0
10678,DB14509,P29218,1.0
10679,DB14509,P49841,1.0
10680,DB14509,P42263,1.0
10681,DB14512,P04150,1.0
10682,DB14512,P06401,1.0
10683,DB14517,P02787,1.0
10684,DB14517,P05023,1.0
10685,DB14517,P06870,1.0
10686,DB14517,P05067,1.0
10687,DB14518,P02787,1.0
10688,DB14518,P05023,1.0
10689,DB14518,P06870,1.0
10690,DB14518,P05067,1.0
10691,DB14520,P07822,1.0
10692,DB14520,P02786,1.0
10693,DB14527,P00167,1.0
10694,DB14528,P00167,1.0
10695,DB14529,P00167,1.0
10696,DB14530,P00167,1.0
10697,DB14533,P46663,1.0
10698,DB14533,P16455,1.0
10699,DB14533,P04075,1.0
10700,DB14533,P68104,1.0
10701,DB14533,P06733,1.0
10702,DB14533,O14556,1.0
10703,DB14533,P15531,1.0
10704,DB14533,P07237,1.0
10705,DB14533,P30101,1.0
10706,DB14533,Q06830,1.0
10707,DB14533,P78330,1.0
10708,DB14533,P60174,1.0
10709,DB14533,P49411,1.0
10710,DB14533,P03372,1.0
10711,DB14533,P08700,1.0
10712,DB14533,P02795,1.0
10713,DB14533,O14618,1.0
10714,DB14533,Q13547,1.0
10715,DB14533,P56524,1.0
10716,DB14533,P29372,1.0
10717,DB14533,P04279,1.0
10718,DB14533,P00441,1.0
10719,DB14533,Q9BY41,1.0
10720,DB14533,O15304,1.0
10721,DB14533,P23415,1.0
10722,DB14533,Q00987,1.0
10723,DB14533,P01308,1.0
10724,DB14533,P46939,1.0
10725,DB14533,P45381,1.0
10726,DB14533,P05109,1.0
10727,DB14533,P06702,1.0
10728,DB14533,P14780,1.0
10729,DB14533,O15350,1.0
10730,DB14533,P29034,1.0
10731,DB14533,P04637,1.0
10732,DB14533,P25713,1.0
10733,DB14533,P04731,1.0
10734,DB14533,P01023,1.0
10735,DB14533,P02765,1.0
10736,DB14533,P02647,1.0
10737,DB14533,Q0VD83,1.0
10738,DB14533,P02649,1.0
10739,DB14533,O14791,1.0
10740,DB14533,P02746,1.0
10741,DB14533,P02747,1.0
10742,DB14533,P00736,1.0
10743,DB14533,P09871,1.0
10744,DB14533,P01024,1.0
10745,DB14533,P0C0L5,1.0
10746,DB14533,P04003,1.0
10747,DB14533,P20851,1.0
10748,DB14533,P01031,1.0
10749,DB14533,P46736,1.0
10750,DB14533,P08603,1.0
10751,DB14533,P10909,1.0
10752,DB14533,P00450,1.0
10753,DB14533,P15169,1.0
10754,DB14533,P22792,1.0
10755,DB14533,P81605,1.0
10756,DB14533,P02671,1.0
10757,DB14533,P02751,1.0
10758,DB14533,P69905,1.0
10759,DB14533,P68871,1.0
10760,DB14533,P00738,1.0
10761,DB14533,P35858,1.0
10762,DB14533,P19827,1.0
10763,DB14533,P19823,1.0
10764,DB14533,Q06033,1.0
10765,DB14533,Q14624,1.0
10766,DB14533,P01591,1.0
10767,DB14533,P03952,1.0
10768,DB14533,P01042,1.0
10769,DB14533,P35527,1.0
10770,DB14533,P19652,1.0
10771,DB14533,Q96PD5,1.0
10772,DB14533,P27169,1.0
10773,DB14533,P20742,1.0
10774,DB14533,P31151,1.0
10775,DB14533,P49908,1.0
10776,DB14533,P01009,1.0
10777,DB14533,P01011,1.0
10778,DB14533,P08185,1.0
10779,DB14533,P05546,1.0
10780,DB14533,P04278,1.0
10781,DB14533,P02787,1.0
10782,DB14533,P02766,1.0
10783,DB14533,P04004,1.0
10784,DB14533,P51693,1.0
10785,DB14533,Q06481,1.0
10786,DB14533,P05067,1.0
10787,DB14533,P09874,1.0
10788,DB14533,P04114,1.0
10789,DB14533,P02790,1.0
10790,DB14533,P04196,1.0
10791,DB14533,P03951,1.0
10792,DB14533,P41238,1.0
10793,DB14533,Q02383,1.0
10794,DB14539,P04083,1.0
10795,DB14539,P04150,1.0
10796,DB14539,P80365,1.0
10797,DB14539,P14060,1.0
10798,DB14540,P04083,1.0
10799,DB14540,P04150,1.0
10800,DB14540,P80365,1.0
10801,DB14540,P14060,1.0
10802,DB14541,P04083,1.0
10803,DB14541,P04150,1.0
10804,DB14541,P80365,1.0
10805,DB14541,P14060,1.0
10806,DB14542,P04083,1.0
10807,DB14542,P04150,1.0
10808,DB14542,P80365,1.0
10809,DB14542,P14060,1.0
10810,DB14543,P04083,1.0
10811,DB14543,P04150,1.0
10812,DB14543,P80365,1.0
10813,DB14543,P14060,1.0
10814,DB14544,P04083,1.0
10815,DB14544,P04150,1.0
10816,DB14544,P80365,1.0
10817,DB14544,P14060,1.0
10818,DB14548,P46663,1.0
10819,DB14548,P16455,1.0
10820,DB14548,P04075,1.0
10821,DB14548,P68104,1.0
10822,DB14548,P06733,1.0
10823,DB14548,O14556,1.0
10824,DB14548,P15531,1.0
10825,DB14548,P07237,1.0
10826,DB14548,P30101,1.0
10827,DB14548,Q06830,1.0
10828,DB14548,P78330,1.0
10829,DB14548,P60174,1.0
10830,DB14548,P49411,1.0
10831,DB14548,P03372,1.0
10832,DB14548,P08700,1.0
10833,DB14548,P02795,1.0
10834,DB14548,O14618,1.0
10835,DB14548,Q13547,1.0
10836,DB14548,P56524,1.0
10837,DB14548,P29372,1.0
10838,DB14548,P04279,1.0
10839,DB14548,P00441,1.0
10840,DB14548,Q9BY41,1.0
10841,DB14548,O15304,1.0
10842,DB14548,P23415,1.0
10843,DB14548,Q00987,1.0
10844,DB14548,P01308,1.0
10845,DB14548,P46939,1.0
10846,DB14548,P45381,1.0
10847,DB14548,P05109,1.0
10848,DB14548,P06702,1.0
10849,DB14548,P14780,1.0
10850,DB14548,O15350,1.0
10851,DB14548,P29034,1.0
10852,DB14548,P04637,1.0
10853,DB14548,P25713,1.0
10854,DB14548,P04731,1.0
10855,DB14548,P01023,1.0
10856,DB14548,P02765,1.0
10857,DB14548,P02647,1.0
10858,DB14548,Q0VD83,1.0
10859,DB14548,P02649,1.0
10860,DB14548,O14791,1.0
10861,DB14548,P02746,1.0
10862,DB14548,P02747,1.0
10863,DB14548,P00736,1.0
10864,DB14548,P09871,1.0
10865,DB14548,P01024,1.0
10866,DB14548,P0C0L5,1.0
10867,DB14548,P04003,1.0
10868,DB14548,P20851,1.0
10869,DB14548,P01031,1.0
10870,DB14548,P46736,1.0
10871,DB14548,P08603,1.0
10872,DB14548,P10909,1.0
10873,DB14548,P00450,1.0
10874,DB14548,P15169,1.0
10875,DB14548,P22792,1.0
10876,DB14548,P81605,1.0
10877,DB14548,P02671,1.0
10878,DB14548,P02751,1.0
10879,DB14548,P69905,1.0
10880,DB14548,P68871,1.0
10881,DB14548,P00738,1.0
10882,DB14548,P35858,1.0
10883,DB14548,P19827,1.0
10884,DB14548,P19823,1.0
10885,DB14548,Q06033,1.0
10886,DB14548,Q14624,1.0
10887,DB14548,P01591,1.0
10888,DB14548,P03952,1.0
10889,DB14548,P01042,1.0
10890,DB14548,P35527,1.0
10891,DB14548,P19652,1.0
10892,DB14548,Q96PD5,1.0
10893,DB14548,P27169,1.0
10894,DB14548,P20742,1.0
10895,DB14548,P31151,1.0
10896,DB14548,P49908,1.0
10897,DB14548,P01009,1.0
10898,DB14548,P01011,1.0
10899,DB14548,P08185,1.0
10900,DB14548,P05546,1.0
10901,DB14548,P04278,1.0
10902,DB14548,P02787,1.0
10903,DB14548,P02766,1.0
10904,DB14548,P04004,1.0
10905,DB14548,P51693,1.0
10906,DB14548,Q06481,1.0
10907,DB14548,P05067,1.0
10908,DB14548,P09874,1.0
10909,DB14548,P04114,1.0
10910,DB14548,P02790,1.0
10911,DB14548,P04196,1.0
10912,DB14548,P03951,1.0
10913,DB14548,P41238,1.0
10914,DB14548,Q02383,1.0
10915,DB14562,P10646,1.0
10916,DB14568,O75874,1.0
10917,DB14575,Q99571,1.0
10918,DB14583,P06401,1.0
10919,DB14583,P10275,1.0
10920,DB14583,P04150,1.0
10921,DB14597,P03952,1.0
10922,DB14631,P04150,1.0
10923,DB14631,P04083,1.0
10924,DB14642,P37288,1.0
10925,DB14642,P30518,1.0
10926,DB14642,P47901,1.0
10927,DB14649,P04150,1.0
10928,DB14649,P04083,1.0
10929,DB14649,P35228,1.0
10930,DB14649,P51843,1.0
10931,DB14649,O75469,1.0
10932,DB14669,P04150,1.0
10933,DB14669,P04083,1.0
10934,DB14700,P00451,1.0
10935,DB14707,Q15116,1.0
10936,DB14723,P04629,1.0
10937,DB14723,Q16620,1.0
10938,DB14723,Q16288,1.0
10939,DB14724,P01579,1.0
10940,DB14731,P26951,1.0
10941,DB14731,P36404,1.0
10942,DB14738,P00740,1.0
10943,DB14738,P00742,1.0
10944,DB14738,P00734,1.0
10945,DB14740,P01137,1.0
10946,DB14751,P08069,1.0
10947,DB14751,P06213,1.0
10948,DB14751,P11717,1.0
10949,DB14754,Q01959,1.0
10950,DB14754,P23975,1.0
10951,DB14761,P0DTD1,1.0
10952,DB14761,P0C6X7,1.0
10953,DB14761,K9N7C7,1.0
10954,DB14761,Q05318,1.0
10955,DB14762,P29460,1.0
10956,DB14762,Q9NPF7,1.0
10957,DB14783,Q9GZZ6,1.0
10958,DB14811,P28907,1.0
10959,DB14840,P10721,1.0
10960,DB14840,P09619,1.0
10961,DB14840,Q02763,1.0
10962,DB14840,P35968,1.0
10963,DB14840,P15056,1.0
10964,DB14840,P16234,1.0
10965,DB14845,P23458,1.0
10966,DB14864,P15692,1.0
10967,DB14879,Q51504,1.0
10968,DB14879,Q07806,1.0
10969,DB14879,Q9X6W0,1.0
10970,DB14879,Q9X6V3,1.0
10971,DB14879,P24228,1.0
10972,DB14881,P35372,1.0
10973,DB14895,P13945,1.0
10974,DB14901,Q8NBP7,1.0
10975,DB14914,P10636,1.0
10976,DB14914,P21397,1.0
10977,DB14914,P27338,1.0
10978,DB14962,P12314,1.0
10979,DB14962,P11387,1.0
10980,DB14975,P69905,1.0
10981,DB14999,P17181,1.0
10982,DB15035,Q06187,1.0
10983,DB15035,P00533,1.0
10984,DB15035,P04626,1.0
10985,DB15035,Q15303,1.0
10986,DB15035,Q08881,1.0
10987,DB15035,P51813,1.0
10988,DB15035,O60674,1.0
10989,DB15035,P42680,1.0
10990,DB15035,P51451,1.0
10991,DB15035,P52333,1.0
10992,DB15035,Q13882,1.0
10993,DB15035,P09769,1.0
10994,DB15035,P42685,1.0
10995,DB15035,P06239,1.0
10996,DB15035,P42681,1.0
10997,DB15044,P15391,1.0
10998,DB15067,P02656,1.0
10999,DB15091,P23458,1.0
11000,DB15093,P10912,1.0
11001,DB15102,P11362,1.0
11002,DB15102,P21802,1.0
11003,DB15102,P22607,1.0
11004,DB15102,P22455,1.0
11005,DB15233,P10721,1.0
11006,DB15258,P01857,1.0
11007,DB15258,P01859,1.0
11008,DB15258,P01861,1.0
11009,DB15258,P01860,1.0
11010,DB15271,P16109,1.0
11011,DB15328,Q16602,1.0
11012,DB15444,P13569,1.0
11013,DB15494,P30874,1.0
11014,DB15494,P35346,1.0
11015,DB15494,P32745,1.0
11016,DB15494,P30872,1.0
11017,DB15534,P07437,1.0
11018,DB15534,Q71U36,1.0
11019,DB15566,P04150,1.0
11020,DB15593,P11532,1.0
11021,DB15598,P05106,1.0
11022,DB15598,P49281,1.0
11023,DB15617,P69905,1.0
11024,DB15617,P02786,1.0
11025,DB15617,Q9UP52,1.0
11026,DB15685,P07949,1.0
11027,DB15685,P17948,1.0
11028,DB15685,P35916,1.0
11029,DB15685,P11362,1.0
11030,DB15685,P21802,1.0
11031,DB15685,P22607,1.0
11032,DB15690,P03372,1.0
11033,DB15690,Q92731,1.0
11034,DB15694,P32320,1.0
11035,DB15699,P15391,1.0
11036,DB15718,P0DTC2,1.0
11037,DB15719,Q02223,1.0
11038,DB15762,P08887,1.0
11039,DB15822,P07949,1.0
11040,DB15822,Q08345,1.0
11041,DB15822,Q16288,1.0
11042,DB15822,P36888,1.0
11043,DB15822,P23458,1.0
11044,DB15822,O60674,1.0
11045,DB15822,P04629,1.0
11046,DB15822,P35968,1.0
11047,DB15822,P09619,1.0
11048,DB15822,P11362,1.0
11049,DB15822,P21802,1.0
11050,DB15873,P30874,1.0
11051,DB15898,Q05320,1.0
11052,DB15899,Q05320,1.0
11053,DB15900,Q05320,1.0
11054,DB15935,Q9UJM8,1.0
11055,DB15982,P03952,1.0
11056,DB16019,P07288,1.0
11057,DB16385,Q05320,1.0
11058,DB01421,DB04465,0.6207
11059,DB01421,DB00479,0.7
11060,DB01421,DB01172,0.7761
11061,DB01421,DB15617,0.5098
11062,DB01421,DB00581,0.5287
11063,DB01421,DB08818,0.5748
11064,DB01421,DB00684,0.7035
11065,DB01421,DB03615,0.8367
11066,DB01421,DB00452,0.9558
11067,DB01421,DB02772,0.5057
11068,DB00865,DB00366,0.5321
11069,DB00865,DB01246,0.5357
11070,DB00865,DB04825,0.6032
11071,DB00865,DB06413,0.5660000000000001
11072,DB00865,DB01620,0.5769
11073,DB00865,DB00420,0.5091
11074,DB00865,DB01231,0.5
11075,DB00865,DB01176,0.5405
11076,DB00865,DB00735,0.5641
11077,DB00865,DB11160,0.6355
11078,DB00865,DB01244,0.6107
11079,DB00865,DB01116,0.5581
11080,DB00865,DB12532,0.5517
11081,DB00865,DB04837,0.5741
11082,DB00865,DB00647,0.6393
11083,DB00865,DB00182,0.575
11084,DB00865,DB00924,0.531
11085,DB00865,DB08799,0.6429
11086,DB00865,DB00600,0.5208
11087,DB00865,DB00792,0.6355
11088,DB00865,DB00745,0.5660000000000001
11089,DB00865,DB13720,0.531
11090,DB00865,DB00809,0.5179
11091,DB00865,DB01227,0.5968
11092,DB00865,DB01182,0.5161
11093,DB00865,DB06152,0.5263
11094,DB00865,DB01091,0.5
11095,DB00865,DB01625,0.5528
11096,DB00865,DB00946,0.5
11097,DB00865,DB01237,0.5138
11098,DB00865,DB00289,0.5607
11099,DB00865,DB01037,0.6813
11100,DB00865,DB01616,0.6667
11101,DB00865,DB11584,0.5045
11102,DB00865,DB01577,0.5783
11103,DB00865,DB00245,0.5
11104,DB00865,DB01069,0.5505
11105,DB00865,DB00812,0.5254
11106,DB00865,DB00392,0.5217
11107,DB00865,DB01173,0.5872
11108,DB00865,DB13501,0.531
11109,DB00865,DB00726,0.5217
11110,DB00865,DB00252,0.5234
11111,DB00865,DB00675,0.5113
11112,DB00865,DB00925,0.708
11113,DB00865,DB01075,0.6542
11114,DB00865,DB00813,0.56
11115,DB00865,DB07776,0.5098
11116,DB00865,DB00991,0.5172
11117,DB00865,DB00539,0.5
11118,DB00865,DB01576,0.575
11119,DB00865,DB01146,0.5263
11120,DB00865,DB01626,0.5581
11121,DB00865,DB00333,0.6379
11122,DB00865,DB11071,0.5102
11123,DB00301,DB01603,0.7152
11124,DB00301,DB00417,0.6259
11125,DB00301,DB00607,0.6708
11126,DB00301,DB09319,0.5475
11127,DB00301,DB00415,0.6301
11128,DB00301,DB01060,0.6216
11129,DB00301,DB01000,0.5455
11130,DB00301,DB01604,0.503
11131,DB00301,DB01053,0.6389
11132,DB00301,DB00578,0.6093
11133,DB00301,DB01147,0.875
11134,DB00301,DB00485,0.9259
11135,DB00301,DB00319,0.5475
11136,DB00301,DB01602,0.5
11137,DB00301,DB00713,0.8228
11138,DB00301,DB00739,0.5195
11139,DB00301,DB01061,0.5562
11140,DB00301,DB00948,0.5393
11141,DB00301,DB01607,0.5946
11142,DB01082,DB00284,0.5112
11143,DB01082,DB04465,0.5389
11144,DB01082,DB00479,0.5352
11145,DB01082,DB01172,0.5464
11146,DB01082,DB08818,0.5182
11147,DB01082,DB03615,0.5503
11148,DB09095,DB00223,0.8158
11149,DB09095,DB01013,0.5839
11150,DB09095,DB01047,0.6864
11151,DB09095,DB00180,0.6164
11152,DB09095,DB00547,0.8514
11153,DB09095,DB14669,0.6
11154,DB09095,DB00896,0.527
11155,DB09095,DB08906,0.6705
11156,DB09095,DB00443,0.6667
11157,DB09095,DB00288,0.5257
11158,DB09095,DB00663,0.8158
11159,DB09095,DB00846,0.5157
11160,DB09095,DB06781,0.6512
11161,DB09095,DB13867,0.7742
11162,DB09095,DB14649,0.6076
11163,DB09095,DB00838,0.9067
11164,DB09095,DB00240,0.5733
11165,DB09095,DB13158,0.5333
11166,DB09095,DB00324,0.6939
11167,DB09095,DB00620,0.64
11168,DB09095,DB00596,0.7895
11169,DB09095,DB01234,0.6667
11170,DB09095,DB01260,0.5223
11171,DB09095,DB00860,0.5205
11172,DB09095,DB00959,0.5946
11173,DB09095,DB01222,0.5217
11174,DB09095,DB00588,0.7108
11175,DB09095,DB00591,0.7578
11176,DB06694,DB00935,0.78
11177,DB08893,DB01102,0.5342
11178,DB08893,DB14895,0.5311
11179,DB08893,DB01182,0.5229
11180,DB08893,DB06603,0.5
11181,DB08893,DB00598,0.5405
11182,DB01605,DB01000,0.5139
11183,DB01605,DB01604,0.6071
11184,DB00736,DB00448,0.5693
11185,DB00736,DB00213,0.6714
11186,DB00736,DB01129,0.6043
11187,DB00736,DB05351,0.5693
11188,DB00736,DB00338,0.9403
11189,DB14527,DB05260,0.96
11190,DB00788,DB00712,0.6186
11191,DB00788,DB00573,0.6122
11192,DB00788,DB06594,0.5918
11193,DB00788,DB01428,0.5684
11194,DB00788,DB09212,0.5155
11195,DB00788,DB01009,0.56
11196,DB00788,DB01050,0.5747
11197,DB00788,DB00870,0.5567
11198,DB00788,DB00461,0.7368
11199,DB00788,DB00328,0.5
11200,DB00788,DB00821,0.62
11201,DB00788,DB09214,0.56
11202,DB00788,DB09213,0.5747
11203,DB00788,DB11221,0.5567
11204,DB00710,DB00282,0.6582
11205,DB00710,DB01077,0.5479
11206,DB00710,DB00399,0.5169
11207,DB00710,DB00630,0.6829
11208,DB00710,DB00884,0.5
11209,DB09054,DB11952,0.7684
11210,DB01407,DB01291,0.5393
11211,DB01407,DB01001,0.6067
11212,DB01407,DB00871,0.6744
11213,DB01407,DB13139,0.6067
11214,DB09327,DB09256,0.78
11215,DB09327,DB00322,0.5234
11216,DB01024,DB00688,0.7651
11217,DB08860,DB01076,0.5545
11218,DB08860,DB01098,0.6286
11219,DB08860,DB00439,0.6591
11220,DB08860,DB01095,0.7647
11221,DB00590,DB00457,0.7886
11222,DB00590,DB00346,0.5402
11223,DB00590,DB01162,0.7886
